id,address,match,matchtype,parsed,tigerlineid,side,statefp,countyfp,tract,block,lon,lat
349,"2531  J STREET, SACRAMENTO, CA, 95816",True,Exact,"2531 J ST, SACRAMENTO, CA, 95816",133324350,L,06,067,001400,2008,-121.47276,38.574795
108,"3027  ARDEN WAY, SACRAMENTO, CA, 95285",True,Non_Exact,"3027 ARDEN WAY, SACRAMENTO, CA, 95825",133338023,L,06,067,005601,3006,-121.39351,38.595875
229,"3565  20TH ST, SAN FRANCISCO, CA, 94110",True,Exact,"3565 20TH ST, SAN FRANCISCO, CA, 94110",192284896,L,06,075,020800,3005,-122.420395,37.75855
109,"3990  FIRGUEROA ST, LOS ANGELES, CA, 90037",False,,,,,,,,,,
590,"1555  DEER PARK DRIVE, TAHOE CITY, CA, 96146",True,Exact,"1555 DEER PARK DR, TAHOE CITY, CA, 96146",106752140,R,06,061,022014,3014,-120.22446,39.180626
470,"500  VOLVO PKWY, CHEASPEAKE, VA, 23320",True,Non_Exact,"500 VOLVO PKWY, CHESAPEAKE, VA, 23320",121792407,L,51,550,020805,1046,-76.24311,36.76693
591,"11171  LOWER SACRAMENTO ROAD, LODI, CA, 95242",True,Non_Exact,"11171 N LOWER SACRAMENTO RD, LODI, CA, 95242",133868308,L,06,077,004106,1045,-121.31042,38.064434
350,"3800  NORTON AVE, LOS ANGELES, CA, 90008",False,,,,,,,,,,
471,"1051  MARTIN LUTHER KING JR, LOS ANGELES, CA, 90062",False,,,,,,,,,,
592,"29371  MODJESKA CANYON ROAD, SILVERADO, CA, 92676",True,Exact,"29371 MODJESKA CANYON RD, SILVERADO, CA, 92676",144387352,L,06,059,032011,2012,-117.61721,33.709736
230,"1712  PIONEER AVE STE 142, CHEYENNE, WY, 82001",True,Exact,"1712 PIONEER AVE, CHEYENNE, WY, 82001",160179308,L,56,021,000700,1109,-104.81845,41.13334
351,"8319  WHISPERING TREE DR, RIVERSIDE, CA, 92509",True,Exact,"8319 WHISPERING TREE DR, RIVERSIDE, CA, 92509",194736038,L,06,065,040405,2012,-117.463394,33.98126
472,"27045  BIG HORN MTN, WAY YORBA LINDA, CA, 92887",True,Non_Exact,"27045 BIG HORN MOUNTAIN WAY, YORBA LINDA, CA, 92887",144415732,L,06,059,021828,3000,-117.70795,33.89017
593,"824  COVINGTON RD, BELMONT, CA, 94002",True,Exact,"824 COVINGTON RD, BELMONT, CA, 94002",192381363,R,06,081,608800,2004,-122.296455,37.5147
110,"828  HERMOSA AVE, HERMOSA BEACH, CA, 90254",False,,,,,,,,,,
231,"8003  BRIMFIELD AVE, PANORAMA CITY, CA, 91402",True,Exact,"8003 BRIMFIELD AVE, PANORAMA CITY, CA, 91402",141549456,L,06,037,120020,1004,-118.457756,34.216557
352,"6314  VAN NUYS BLVD  # 202, VAN NUYS, CA, 91401",True,Exact,"6314 VAN NUYS BLVD, VAN NUYS, CA, 91401",141561058,R,06,037,128210,1003,-118.44871,34.18509
473,"17325  CHATSWORTH STREET, LOS ANGELES, CA, 91344",True,Non_Exact,"17325 CHATSWORTH ST, GRANADA HILLS, CA, 91344",141542491,R,06,037,111202,1017,-118.51163,34.264835
594,"39696  NICE AVE, MURRIETA, CA, 92562",True,Exact,"39696 NICE AVE, MURRIETA, CA, 92562",194870671,L,06,065,043229,2000,-117.19907,33.595016
111,"402  BROADWAY  STE 770, SAN DIEGO, CA, 92101",True,Exact,"402 BROADWAY, SAN DIEGO, CA, 92101",195344444,L,06,073,005300,1015,-117.160995,32.715702
232,"920  SARATOGA AVENUE SUITE 102, SAN JOSE, CA, 95129",True,Exact,"920 SARATOGA AVE, SAN JOSE, CA, 95129",122900741,L,06,085,506304,2003,-121.977425,37.309563
353,"15881  WINDSOR WAY, TRUCKEE, CA, 96161",True,Exact,"15881 WINDSOR WAY, TRUCKEE, CA, 96161",106526373,L,06,057,001205,1051,-120.09345,39.347363
474,"500  VOLVO PARKWAY, CHESAPEAKE, VA, 23320",True,Exact,"500 VOLVO PKWY, CHESAPEAKE, VA, 23320",121792407,L,51,550,020805,1046,-76.24311,36.76693
595,"7320  RIVER RD, TAHOE CITY, CA, 96145",True,Exact,"7320 RIVER RD, TAHOE CITY, CA, 96145",106804316,R,06,061,022011,2055,-120.20783,39.238953
112,"2531  J STREET, SACRAMENTO, CA, 95816",True,Exact,"2531 J ST, SACRAMENTO, CA, 95816",133324350,L,06,067,001400,2008,-121.47276,38.574795
233,"930  VIA MIL CUMBRES   # 216, SOLANA BEACH, CA, 92075",True,Exact,"930 VIA MIL CUMBRES, SOLANA BEACH, CA, 92075",195705744,L,06,073,017305,3002,-117.251495,32.996655
354,"4400  17TH STREET, SAN FRANCISCO, CA, 94114",True,Exact,"4400 17TH ST, SAN FRANCISCO, CA, 94114",192283486,R,06,075,017000,3006,-122.44343,37.762
475,"1933  CLIFF DR STE 1, SANTA BARBARA, CA, 93109",True,Exact,"1933 CLIFF DR, SANTA BARBARA, CA, 93109",108659880,L,06,083,001208,4000,-119.72259,34.401638
596,", , , nan",False,,,,,,,,,,
113,"3800  NORTON AVE, LOS ANGELES, CA, 90008",False,,,,,,,,,,
234,"7080  HOLLYWOOD BLVD. STE. 100, LOS ANGELES, CA, 90028",True,Exact,"7080 HOLLYWOOD BLVD, LOS ANGELES, CA, 90028",141594480,L,06,037,190100,3003,-118.34401,34.101597
355,"8481  WHITE HAWK RD, SHINGLE SPRINGS, CA, 95682",True,Exact,"8481 WHITE HAWK RD, SHINGLE SPGS, CA, 95682",133048451,L,06,017,030704,1108,-120.94476,38.536568
476,"3090  BRISTOL STREET STE 550, COSTA MESA, CA, 92626",True,Exact,"3090 BRISTOL ST, COSTA MESA, CA, 92626",636434016,R,06,059,063908,2009,-117.885635,33.685585
597,"2333  SAN RAMON VALLEY BLVD.  # 450, SAN RAMON, CA, 94583",True,Exact,"2333 SAN RAMON VALLEY BLVD, SAN RAMON, CA, 94583",641367627,R,06,013,345202,2002,-121.97797,37.777115
114,"8319  WHISPERING TREE DR, RIVERSIDE, CA, 92509",True,Exact,"8319 WHISPERING TREE DR, RIVERSIDE, CA, 92509",194736038,L,06,065,040405,2012,-117.463394,33.98126
235,"3211  ADELANTO LANE, SAN JOSE, CA, 95135",True,Exact,"3211 ADELANTO LN, SAN JOSE, CA, 95135",123175820,R,06,085,503329,1013,-121.78147,37.312233
356,"8  SCHOOL ST., LODI, CA, 95240",False,,,,,,,,,,
477,"19223  COLIMA RD  # 938, ROWLAND HEIGHTS, CA, 91748",True,Exact,"19223 COLIMA RD, ROWLAND HGHTS, CA, 91748",241247917,L,06,037,408212,2048,-117.88426,33.987217
598,"2333  SAN RAMON VALLEY BLVD.  # 450, SAN RAMON, CA, 94583",True,Exact,"2333 SAN RAMON VALLEY BLVD, SAN RAMON, CA, 94583",641367627,R,06,013,345202,2002,-121.97797,37.777115
115,"6314  VAN NUYS BLVD  # 202, VAN NUYS, CA, 91401",True,Exact,"6314 VAN NUYS BLVD, VAN NUYS, CA, 91401",141561058,R,06,037,128210,1003,-118.44871,34.18509
236,"14730  GENESEE RD, APPLE VALLEY, CA, 92307",True,Exact,"14730 GENESEE RD, APPLE VALLEY, CA, 92307",144575923,L,06,071,009715,3005,-117.24018,34.51933
357,"5111  COLLEGE OAK DR STE A & B, SACRAMENTO, CA, 95841",False,,,,,,,,,,
478,"500  VOLVO PKWY, CHESAPEAKE, VA, 23320",True,Exact,"500 VOLVO PKWY, CHESAPEAKE, VA, 23320",121792407,L,51,550,020805,1046,-76.24311,36.76693
599,"2333  SAN RAMON VALLEY BLVD. STE 450, SAN RAMON, CA, 94583",False,,,,,,,,,,
116,"15881  WINDSOR WAY, TRUCKEE, CA, 96161",True,Exact,"15881 WINDSOR WAY, TRUCKEE, CA, 96161",106526373,L,06,057,001205,1051,-120.09345,39.347363
237,"2510  SANTA CLARA AVE, ALAMEDA, CA, 94501",True,Exact,"2510 SANTA CLARA AVE, ALAMEDA, CA, 94501",605993595,R,06,001,428100,4018,-122.23988,37.76422
358,"736  FIRST STREET, BENICIA, CA, 94510",True,Exact,"736 1ST ST, BENICIA, CA, 94510",192530756,R,06,095,252000,2008,-122.15834,38.050095
479,"500  VOLVO PARKWAY, CHESAPEAKE, VA, 23320",True,Exact,"500 VOLVO PKWY, CHESAPEAKE, VA, 23320",121792407,L,51,550,020805,1046,-76.24311,36.76693
117,"4400  17TH STREET, SAN FRANCISCO, CA, 94114",True,Exact,"4400 17TH ST, SAN FRANCISCO, CA, 94114",192283486,R,06,075,017000,3006,-122.44343,37.762
238,"4335  VINELAND AVE. APT 112, STUDIO CITY, CA, 91602",False,,,,,,,,,,
359,"5000  2ND STREET  # E, BENICIA, CA, 94510",True,Non_Exact,"5000 E 2ND ST, BENICIA, CA, 94510",192561293,R,06,095,252102,2024,-122.12533,38.08109
118,"8481  WHITE HAWK RD, SHINGLE SPRINGS, CA, 95682",True,Exact,"8481 WHITE HAWK RD, SHINGLE SPGS, CA, 95682",133048451,L,06,017,030704,1108,-120.94476,38.536568
239,"391  LANCASTER AVE, HAVERFORD, PA, 19041",True,Exact,"391 LANCASTER AVE, HAVERFORD, PA, 19041",135086933,R,42,091,205300,1002,-75.30103,40.012943
119,"8  SCHOOL ST., LODI, CA, 95240",False,,,,,,,,,,
10,"88740  70TH AVE, THERMAL, CA, 92274",False,,,,,,,,,,
11,"2118  WINTERHAVEN DRIVE, WINTERHAVEN, CA, 92283",True,Non_Exact,"2118 W WINTERHAVEN DR, WINTERHAVEN, CA, 92283",636458842,L,06,025,940000,3042,-114.634674,32.73837
12,"1542  SAN FERNANDO RD, SAN FERNANDO, CA, 91340",True,Exact,"1542 SAN FERNANDO RD, SAN FERNANDO, CA, 91340",241239105,R,06,037,320300,3008,-118.44719,34.288155
13,"8924  FAIR OAKS BLVD, CARMICHAEL, CA, 95608",True,Exact,"8924 FAIR OAKS BLVD, CARMICHAEL, CA, 95608",133383347,R,06,067,007801,4001,-121.294556,38.636257
14,"2415  BONNEYVIEW DR, REDDING, CA, 96001",False,,,,,,,,,,
15,"40103 HIGHWAY 33, KETTLEMAN CITY, CA, 93239",False,,,,,,,,,,
16,"95  MARKET ST, THIRD FL SAN JOSE, CA, 95113",False,,,,,,,,,,
17,"19139  HIDDEN VALLEY ROAD, HIDDEN VALLEY LAKE, CA, 95467",True,Exact,"19139 HIDDEN VALLEY RD, HIDDEN VALLEY LAKE, CA, 95467",67040399,L,06,033,001300,4024,-122.55541,38.79937
18,"18595  DEER HOLLOW RD, HIDDEN VALLEY LAKE, CA, 95467",True,Exact,"18595 DEER HOLLOW RD, HIDDEN VALLEY LAKE, CA, 95467",67040007,L,06,033,001300,4025,-122.56447,38.802334
19,"19953  HONEY HILL DRIVE, MIDDLETOWN, CA, 95461",False,,,,,,,,,,
480,"3222  WINONA WAY, NORTH HIGHLANDS, CA, 95660",True,Exact,"3222 WINONA WAY, N HIGHLANDS, CA, 95660",629159787,L,06,067,007301,3203,-121.38984,38.65173
360,"281  COTTONWOOD DRIVE, VALLEJO, CA, 94591",True,Exact,"281 COTTONWOOD DR, VALLEJO, CA, 94591",192558564,R,06,095,250200,3008,-122.20662,38.10236
481,"500  VOLVO PKWY, CHEASPEAKE, VA, 23320",True,Non_Exact,"500 VOLVO PKWY, CHESAPEAKE, VA, 23320",121792407,L,51,550,020805,1046,-76.24311,36.76693
240,"3  BALA PLAZA STE 102, BALALYNWYD, PA, 19004",True,Non_Exact,"3 BALA PLZ, BALA CYNWYD, PA, 19004",634779322,R,42,091,204300,1029,-75.228745,40.00016
361,"245  VERMONT AVE., LOS ANGELES, CA, 90004",False,,,,,,,,,,
482,"1051  MARTIN LUTHER KING JR, LOS ANGELES, CA, 90062",False,,,,,,,,,,
120,"5111  COLLEGE OAK DR STE A & B, SACRAMENTO, CA, 95841",False,,,,,,,,,,
241,"16430  MAIN ST, GUERNEVILLE, CA, 95446",True,Exact,"16430 MAIN ST, GUERNEVILLE, CA, 95446",67507530,R,06,097,153704,2009,-123.00073,38.501984
362,"250  PARKCENTER BLVD, BOISE, ID, 83706",True,Exact,"250 PARKCENTER BLVD, BOISE, ID, 83706",117866153,R,16,001,000804,2001,-116.18337,43.598694
483,"27045  BIG HORN MTN, WAY YORBA LINDA, CA, 92887",True,Non_Exact,"27045 BIG HORN MOUNTAIN WAY, YORBA LINDA, CA, 92887",144415732,L,06,059,021828,3000,-117.70795,33.89017
121,"916  MOUNTAIN AVE., UPLAND, CA, 91786",True,Non_Exact,"916 N MOUNTAIN AVE, UPLAND, CA, 91786",638618450,R,06,071,000824,2003,-117.670204,34.10541
242,"ONE  CVS DRIVE, WOONSOCKET, RI, 02895",False,,,,,,,,,,
363,", , , nan",False,,,,,,,,,,
484,"17325  CHATSWORTH STREET, LOS ANGELES, CA, 91344",True,Non_Exact,"17325 CHATSWORTH ST, GRANADA HILLS, CA, 91344",141542491,R,06,037,111202,1017,-118.51163,34.264835
122,"20101  HAMILTON AVENUE SUITE 350, TORRANCE, CA, 90502",True,Exact,"20101 HAMILTON AVE, TORRANCE, CA, 90502",241252095,R,06,037,292000,2024,-118.286026,33.848995
243,"ONE  CVS DR, WOONSOCKET, RI, 02895",False,,,,,,,,,,
364,"250  PARKCENTER BLVD, BOISE, ID, 83706",True,Exact,"250 PARKCENTER BLVD, BOISE, ID, 83706",117866153,R,16,001,000804,2001,-116.18337,43.598694
485,"500  VOLVO PARKWAY, CHESAPEAKE, VA, 23320",True,Exact,"500 VOLVO PKWY, CHESAPEAKE, VA, 23320",121792407,L,51,550,020805,1046,-76.24311,36.76693
123,"8855  GREENBACK LANE, ORANGEVALE, CA, 95662",True,Exact,"8855 GREENBACK LN, ORANGEVALE, CA, 95662",133356317,L,06,067,008203,2021,-121.22776,38.678467
244,"1412  GLENOAKS BLVD  # E, GLENDALE, CA, 91201",True,Non_Exact,"1412 W GLENOAKS BLVD, GLENDALE, CA, 91201",141596387,L,06,037,301601,2000,-118.284966,34.16758
365,"250  PARKCENTER BLVD, BOISE, ID, 83726",True,Non_Exact,"250 PARKCENTER BLVD, BOISE, ID, 83706",117866153,R,16,001,000804,2001,-116.18337,43.598694
486,"1933  CLIFF DR STE 1, SANTA BARBARA, CA, 93109",True,Exact,"1933 CLIFF DR, SANTA BARBARA, CA, 93109",108659880,L,06,083,001208,4000,-119.72259,34.401638
124,"11715  WASHINGTON PL., LOS ANGELES, CA, 90066",False,,,,,,,,,,
245,", , , nan",False,,,,,,,,,,
366,"250  PARKCENTER BLVD, BOISE, ID, 83706",True,Exact,"250 PARKCENTER BLVD, BOISE, ID, 83706",117866153,R,16,001,000804,2001,-116.18337,43.598694
487,"3090  BRISTOL STREET STE 550, COSTA MESA, CA, 92626",True,Exact,"3090 BRISTOL ST, COSTA MESA, CA, 92626",636434016,R,06,059,063908,2009,-117.885635,33.685585
125,"19150  COMMUNITY ST, NORTHRIDGE, CA, 91324",True,Exact,"19150 COMMUNITY ST, NORTHRIDGE, CA, 91324",141541292,L,06,037,115302,1018,-118.550285,34.222755
246,"440  EL CIELO RD  B1 & B2, PALM SPRINGS, CA, 92262",False,,,,,,,,,,
367,"250  PARKCENTER BLVD, BOISE, ID, 83706",True,Exact,"250 PARKCENTER BLVD, BOISE, ID, 83706",117866153,R,16,001,000804,2001,-116.18337,43.598694
488,"19223  COLIMA RD  # 938, ROWLAND HEIGHTS, CA, 91748",True,Exact,"19223 COLIMA RD, ROWLAND HGHTS, CA, 91748",241247917,L,06,037,408212,2048,-117.88426,33.987217
126,"151  LINDBERGH AVE STE E, LIVERMORE, CA, 94551",True,Exact,"151 LINDBERGH AVE, LIVERMORE, CA, 94551",125083706,L,06,001,451300,3072,-121.809044,37.697624
247,"110  DEMPSEY ROAD, MILPITAS, CA, 95035",True,Exact,"110 DEMPSEY RD, MILPITAS, CA, 95035",640601908,L,06,085,504418,1007,-121.886375,37.433807
368,"5000  2ND STREET  # E, BENICIA, CA, 94510",True,Non_Exact,"5000 E 2ND ST, BENICIA, CA, 94510",192561293,R,06,095,252102,2024,-122.12533,38.08109
489,"4900  DUBLIN GRANVILLE RD, COLUMBUS, OH, 43081",False,,,,,,,,,,
127,"6080  CENTER DR  # 600, LOS ANGELES, CA, 90045",False,,,,,,,,,,
248,"452  LOS ROBLES, PASADENA, CA, 91101",False,,,,,,,,,,
369,"355  BRISTOL STREET STE. C, COSTA MESA, CA, 92626",False,,,,,,,,,,
128,"20843  TIMBERLINE LN, DIAMOND BAR, CA, 91789",True,Exact,"20843 TIMBERLINE LN, DIAMOND BAR, CA, 91789",241154599,L,06,037,403305,1004,-117.85191,33.976086
249,"6746  ELK GROVE-FLORIN RD, ELK GROVE, CA, 95624",False,,,,,,,,,,
129,"47  500, BOUNTIFUL, UT, 84010",False,,,,,,,,,,
20,"5542 MONTERY RD 130, SAN JOSE, CA, 95138",True,Non_Exact,"5542 MONTEREY HWY, SAN JOSE, CA, 95138",639680399,L,06,085,512039,1005,-121.79509,37.251255
21,"1477  HARTLEY CT., SAN JOSE, CA, 95130",True,Exact,"1477 HARTLEY CT, SAN JOSE, CA, 95130",122901625,R,06,085,506605,1009,-121.96942,37.29675
22,"1161  IMPERIAL HWY, OCOTILLO, CA, 92259",True,Exact,"1161 IMPERIAL HWY, OCOTILLO, CA, 92259",194500300,L,06,025,012301,2032,-115.99422,32.737457
23,"315  KIRBY AVE, MORGAN HILL, CA, 95037",True,Exact,"315 KIRBY AVE, MORGAN HILL, CA, 95037",640665890,L,06,085,512100,1102,-121.67582,37.164703
24,"2369  SAINT FRANCIS DRIVE, PALO ALTO, CA, 94303",True,Exact,"2369 SAINT FRANCIS DR, PALO ALTO, CA, 94303",614021771,L,06,085,511100,3000,-122.12404,37.4461
25,"32  PERALTA AVE, LOS GATOS, CA, 95030",True,Exact,"32 PERALTA AVE, LOS GATOS, CA, 95030",122943707,R,06,085,507001,1029,-121.988914,37.22582
26,"2903  CAMELBACK RD STE 155, PHOENIX, AZ, 85016",True,Non_Exact,"2903 E CAMELBACK RD, PHOENIX, AZ, 85016",128311546,R,04,013,108400,4001,-112.01908,33.509785
27,"20885  REDWOOD RD  # 304, CASTRO VALLEY, CA, 94546",True,Exact,"20885 REDWOOD RD, CASTRO VALLEY, CA, 94546",606089778,R,06,001,431000,1009,-122.07398,37.69446
28,"431  HORATIO AVE STE 210, AVANTI PROPER MAITLAND, FL, 32751",False,,,,,,,,,,
29,"431  HORATIO AVE STE 210, AVANTI PROPER MAITLAND, FL, 32751",False,,,,,,,,,,
490,"5198  ARLINGTON AVE  # 119, RIVERSIDE, CA, 92504",True,Exact,"5198 ARLINGTON AVE, RIVERSIDE, CA, 92504",194739489,L,06,065,031402,1005,-117.4174,33.946068
370,"250  PARKCENTER BLVD, BOISE, ID, 83706",True,Exact,"250 PARKCENTER BLVD, BOISE, ID, 83706",117866153,R,16,001,000804,2001,-116.18337,43.598694
491,"4900  DUBLIN GRANVILLE RD, COLUMBUS, OH, 43081",False,,,,,,,,,,
250,"343  RICHMAR AVE, SAN MARCOS, CA, 92069",True,Exact,"343 RICHMAR AVE, SAN MARCOS, CA, 92069",195296014,L,06,073,020021,2009,-117.167946,33.14499
371,"250  PARKCENTER BLVD, BOISE, ID, 83706",True,Exact,"250 PARKCENTER BLVD, BOISE, ID, 83706",117866153,R,16,001,000804,2001,-116.18337,43.598694
492,"220  ARENAS RD, PALM SPRINGS, CA, 92262",False,,,,,,,,,,
130,"23  NAPLES ST, CHULA VISTA, CA, 92011",True,Non_Exact,"23 NAPLES ST, CHULA VISTA, CA, 91911",195357080,L,06,073,013102,2004,-117.061264,32.615864
251,"307  MADERA AVE, KERMAN, CA, 93630",False,,,,,,,,,,
372,"250  PARKCENTER BLVD, BOISE, ID, 83706",True,Exact,"250 PARKCENTER BLVD, BOISE, ID, 83706",117866153,R,16,001,000804,2001,-116.18337,43.598694
493,"11314  VENTURA BLVD, STUDIO CITY, CA, 91604",False,,,,,,,,,,
131,"2241  MICHAEL DRIVE, NEWBURY PARK, CA, 91320",True,Exact,"2241 MICHAEL DR, NEWBURY PARK, CA, 91320",110045895,R,06,111,005908,1000,-118.92611,34.181526
252,"15020  HAWTHORNE BLVD STE H, LAWNDALE, CA, 90260",True,Exact,"15020 HAWTHORNE BLVD, LAWNDALE, CA, 90260",241242684,L,06,037,603801,2005,-118.35236,33.895317
373,"250  PARKCENTER BLVD, BOISE, ID, 83706",True,Exact,"250 PARKCENTER BLVD, BOISE, ID, 83706",117866153,R,16,001,000804,2001,-116.18337,43.598694
494,"11314  VENTURA BLVD, STUDIO CITY, CA, 91604",False,,,,,,,,,,
132,"21777  VENTURA BLVD., WOODLAND HILLS, CA, 91364",True,Exact,"21777 VENTURA BLVD, WOODLAND HLS, CA, 91364",141535434,R,06,037,137502,2000,-118.60294,34.168423
253,"15020  HAWTHORNE BLVD STE H, LAWNDALE, CA, 90260",True,Exact,"15020 HAWTHORNE BLVD, LAWNDALE, CA, 90260",241242684,L,06,037,603801,2005,-118.35236,33.895317
374,"250  PARKCENTER BLVD, BOISE, ID, 83706",True,Exact,"250 PARKCENTER BLVD, BOISE, ID, 83706",117866153,R,16,001,000804,2001,-116.18337,43.598694
495,"1126  SARATOGA AVE, SAN JOSE, CA, 95129",True,Exact,"1126 SARATOGA AVE, SAN JOSE, CA, 95129",122900723,L,06,085,506305,4005,-121.97872,37.305023
133,"431  OJAI RD, SANTA PAULA, CA, 93060",True,Non_Exact,"431 N OJAI RD, SANTA PAULA, CA, 93060",109987165,R,06,111,000400,4007,-119.06105,34.3608
254,"620  PORT, CHICAGO HWY BAY POINT, CA, 94565",False,,,,,,,,,,
375,"250  PARKCENTER BLVD, BOISE, ID, 83706",True,Exact,"250 PARKCENTER BLVD, BOISE, ID, 83706",117866153,R,16,001,000804,2001,-116.18337,43.598694
496,"12329  BELLFLOWER BLVD., DOWNEY, CA, 90242",True,Exact,"12329 BELLFLOWER BLVD, DOWNEY, CA, 90242",142662450,R,06,037,551101,1004,-118.1254,33.92022
134,"32655  SILLIMAN ROAD, SOLEDAD, CA, 93960",True,Exact,"32655 SILLIMAN RD, SOLEDAD, CA, 93960",196799162,R,06,053,010804,2180,-121.378876,36.458565
255,"291  ARAPAHO STREET, VENTURA, CA, 93001",True,Exact,"291 ARAPAHO ST, VENTURA, CA, 93001",109950697,R,06,111,002200,3006,-119.28995,34.30446
376,"1806  BELLES ST STE 9B, SAN FRANCISCO, CA, 94129",False,,,,,,,,,,
497,"1319  MORENA BLVD, SAN DIEGO, CA, 92110",True,Exact,"1319 MORENA BLVD, SAN DIEGO, CA, 92110",195304353,R,06,073,009106,3000,-117.202324,32.772354
135,"3374  GRAND AVE, OAKLAND, CA, 94610",True,Exact,"3374 GRAND AVE, OAKLAND, CA, 94610",125000841,R,06,001,403800,3000,-122.24658,37.813858
256,"410  SALINAS ST, SANTA BARBARA, CA, 93103",True,Non_Exact,"410 S SALINAS ST, SANTA BARBARA, CA, 93103",108606333,R,06,083,000804,2001,-119.66773,34.42279
377,"1687  MARKET ST, SAN FRANCISCO, CA, 94103",True,Exact,"1687 MARKET ST, SAN FRANCISCO, CA, 94103",640933781,L,06,075,020100,1009,-122.422226,37.77268
498,"191  RUBY STREET, AUBURN, CA, 95603",True,Exact,"191 RUBY ST, AUBURN, CA, 95603",106772225,R,06,061,020300,1006,-121.067345,38.90872
136,"3420  35TH AVE, OAKLAND, CA, 94619",True,Exact,"3420 35TH AVE, OAKLAND, CA, 94619",125004181,R,06,001,407000,1002,-122.20293,37.79235
257,"8141  KAISER BLVD STE 203, ANAHEIM HILLS, CA, 92808",False,,,,,,,,,,
378,", , , nan",False,,,,,,,,,,
499,"244  AMADO ROAD, PALM SPRINGS, CA, 92262",True,Non_Exact,"244 E AMADO RD, PALM SPRINGS, CA, 92262",194761725,L,06,065,941400,1009,-116.54474,33.826756
137,"3530  MACARTHUR BLVD, OAKLAND, CA, 94619",True,Exact,"3530 MACARTHUR BLVD, OAKLAND, CA, 94619",125004395,L,06,001,406800,3012,-122.20044,37.79349
258,"430  MAIN ST., LAKEPORT, CA, 95453",False,,,,,,,,,,
379,"40998  FOREST HOME BLVD, FORREST FALLS, CA, 92339",False,,,,,,,,,,
138,"2010 AVE K   # 130, LANCASTER, CA, 93536",False,,,,,,,,,,
259,"30  HUNTER LANE, CAMP HILL, PA, 17011",True,Exact,"30 HUNTER LN, CAMP HILL, PA, 17011",60990261,L,42,041,010203,2023,-76.916,40.258434
139,"813  HARBOR BLVD.  # 112, WEST SACRAMENTO, CA, 95691",True,Exact,"813 HARBOR BLVD, W SACRAMENTO, CA, 95691",67692708,L,06,113,010203,3001,-121.54869,38.57795
30,"3579  RANCH VIWEW LANE, BISHOP, CA, 93514",True,Non_Exact,"3579 RANCH RD, BISHOP, CA, 93514",175829403,L,06,027,000300,1011,-118.44227,37.36597
31,"95  MARKET ST., THIRD FLOOR SAN JOSE, CA, 95113",False,,,,,,,,,,
32,"7601  STATE ST, REDWOOD VALLEY, CA, 95470",False,,,,,,,,,,
33,"4085  CAMPBELL AVE., MENLO PARK, CA, 94025",True,Exact,"4085 CAMPBELL AVE, MENLO PARK, CA, 94025",627124644,L,06,081,611700,4031,-122.18166,37.47862
34,"575  MARKET ST FL 35TH, SAN FRANCISCO, CA, 94105",True,Exact,"575 MARKET ST, SAN FRANCISCO, CA, 94105",192301671,L,06,075,061500,1016,-122.40078,37.789658
35,"1612  FOURTH ST., SANTA ROSA, CA, 95404",True,Exact,"1612 4TH ST, SANTA ROSA, CA, 95404",67535937,R,06,097,152203,3000,-122.69978,38.44822
36,"1294  DALTON STREET, TULARE, CA, 93274",True,Exact,"1294 DALTON ST, TULARE, CA, 93274",202824407,L,06,107,002904,1017,-119.321625,36.193478
37,"2505  PRIMROSE LANE, UPLAND, CA, 91786",True,Non_Exact,"2505 PRIMROSE LN, UPLAND, CA, 91784",144669031,L,06,071,000804,2005,-117.662506,34.15634
38,"8747  SHASTA LILY WAY, ELK GROVE, CA, 95758",False,,,,,,,,,,
39,"561  BUENA VISTA AVE, OXNARD, CA, 93030",True,Exact,"561 BUENA VISTA AVE, OXNARD, CA, 93030",110116661,R,06,111,009100,2001,-119.16269,34.196144
380,"114  SANSOME ST.  # 1108, SAN FRANCISCO, CA, 94104",True,Exact,"114 SANSOME ST, SAN FRANCISCO, CA, 94104",192281469,R,06,075,011700,1028,-122.400795,37.79148
260,"30  HUNTER LANE, CAMP HILL, PA, 17011",True,Exact,"30 HUNTER LN, CAMP HILL, PA, 17011",60990261,L,42,041,010203,2023,-76.916,40.258434
381,", , , nan",False,,,,,,,,,,
140,"3227  54TH ST, LOS ANGELES, CA, 90043",True,Non_Exact,"3227 W 54TH ST, LOS ANGELES, CA, 90043",141655025,R,06,037,234600,3004,-118.32854,33.993145
261,"30  HUNTER LANE, CAMP HILL, PA, 17011",True,Exact,"30 HUNTER LN, CAMP HILL, PA, 17011",60990261,L,42,041,010203,2023,-76.916,40.258434
382,"5318  MAIN ST., LOS ANGELES, CA, 90037",True,Non_Exact,"5318 S MAIN ST, LOS ANGELES, CA, 90037",141659643,L,06,037,229410,1001,-118.27394,33.994015
141,"4471  WHITTIER BLVD, LOS ANGELES, CA, 90022",True,Exact,"4471 WHITTIER BLVD, LOS ANGELES, CA, 90022",141625977,L,06,037,531503,2006,-118.17184,34.023487
262,"30  HUNTER LANE CAMP, HIL, PA, 17011",True,Non_Exact,"30 HUNTER LN, CAMP HILL, PA, 17011",60990261,L,42,041,010203,2023,-76.916,40.258434
383,"34099  DOHENY PARK RD, DANA POINT, CA, 92624",True,Exact,"34099 DOHENY PARK RD, DANA POINT, CA, 92624",144073762,R,06,059,042201,1058,-117.67677,33.46733
