address,block,countyfp,id,lat,lon,match,matchtype,parsed,side,statefp,tigerlineid,tract
"797 Main St, Presque Isle, ME, 47692",,,1580626,46.7002539,-68.0132443,Google,ROOFTOP,,,,,
"301 W Grand Ave, Ponca City, OK, 74601",,,621511,36.7040599,-97.0868659,Google,ROOFTOP,,,,,
"614 W Broadway St, Needles, CA, 92363",,,1398203,34.8381804,-114.6031678,Google,ROOFTOP,,,,,
"1462 S Pacific Ave, Yuma, AZ, 85365",,,1857655,32.7011145,-114.6003608,Google,GEOMETRIC_CENTER,,,,,
"226 Kupuohi St, Lahaina, HI, 96761",,,7327478,20.883894,-156.675504,Google,ROOFTOP,,,,,
"6045 N Scottsdale Rd, Scottsdale, AZ, 85250",,,7298275,33.5251926,-111.9251413,Google,ROOFTOP,,,,,
"2698 Hwy 95 E, Yuma, AZ, 85364",,,7516468,32.6992933,-114.5876967,Google,RANGE_INTERPOLATED,,,,,
"3640 W Broward Blvd, Fort Lauderdale, FL, 33312",,,7257171,26.1206403,-80.1963876,Google,ROOFTOP,,,,,
"259 S Bridge St, Winnemucca, NV, 89445",,,925742,40.9738535,-117.7347487,Google,ROOFTOP,,,,,
"695 Camino Del Rio, Durango, CO, 81301",,,765726,37.2715875,-107.8844436,Google,ROOFTOP,,,,,
"22 W Main St, Frewsburg, NY, 14738",,,7085994,42.0527891,-79.160846,Google,ROOFTOP,,,,,
"391 E Makaala St, Hilo, HI, 96720",,,7464160,19.7010308,-155.0599936,Google,ROOFTOP,,,,,
"4625 Old Post Rd, Charlestown, RI, 28132",,,1413257,41.3853354,-71.6504863,Google,ROOFTOP,,,,,
"6200 N Scottsdale Rd, Scottsdale, AZ, 85250",,,5527175,33.5289474,-111.9264455,Google,ROOFTOP,,,,,
"818 W Us Highway 64, Murphy, NC, 28906",,,1467096,35.0778426,-84.0420807,Google,ROOFTOP,,,,,
"116 N Main St, Gordon, NE, 69343",,,657729,42.803987,-102.203421,Google,ROOFTOP,,,,,
"216 S Washington St, Redwood Falls, MN, 56283",,,657972,44.5403235,-95.1180391,Google,ROOFTOP,,,,,
"114 S Adams Rd, Sand Springs, OK, 74063",,,1961869,36.1355187,-96.1007932,Google,ROOFTOP,,,,,
"160 E Frontage Rd, Mancos, CO, 81328",,,1397587,37.3476564,-108.2861615,Google,GEOMETRIC_CENTER,,,,,
"808 Main St, Klamath Falls, OR, 97601",,,1907908,42.2261026,-121.7807925,Google,ROOFTOP,,,,,
"202 Island Dr, Fort Pierre, SD, 57532",,,2020890,44.3679204,-100.374532,Google,ROOFTOP,,,,,
"281 10th St, Plummer, ID, 83851",,,7478540,47.3355315,-116.8886404,Google,ROOFTOP,,,,,
"N Main St, Parshall, ND, 58770",,,1411093,47.9553021,-102.1334382,Google,GEOMETRIC_CENTER,,,,,
"54280 Kuhio Hwy, Kapaa, HI, 96746",,,7530531,22.2138462,-159.4746367,Google,ROOFTOP,,,,,
"2439 S Kihei Rd Ste 109A, Kihei, HI, 96753",,,1450669,20.7191008,-156.4461688,Google,ROOFTOP,,,,,
"1575 N Arizona Blvd, Coolidge, AZ, 85128",,,1960763,32.9985251,-111.5230749,Google,ROOFTOP,,,,,
"4 N Market St, Mashpee, MA, 26493",,,991448,41.6165839,-70.4910914,Google,GEOMETRIC_CENTER,,,,,
"7752 N El Capitan Way, Las Vegas, NV, 89143",,,3595047,36.3024038,-115.2833125,Google,ROOFTOP,,,,,
"2800 S 4th Ave, Yuma, AZ, 85364",,,1483798,32.6760927,-114.6256458,Google,ROOFTOP,,,,,
"73 5600 Maiau St, Kailua Kona, HI, 96740",,,518414,19.6857773,-156.0167424,Google,ROOFTOP,,,,,
"316 3rd St E, Thief River Falls, MN, 56701",,,1425676,48.118725,-96.1773282,Google,ROOFTOP,,,,,
"430 Mount Hood St, The Dalles, OR, 97058",,,3539346,45.6050036,-121.192883,Google,ROOFTOP,,,,,
"15051 State Highway 172, Ignacio, CO, 81137",,,1870810,37.1283331,-107.6370233,Google,ROOFTOP,,,,,
"6606 Pines Blvd, Hollywood, FL, 33024",,,7561238,26.0095617,-80.2204336,Google,ROOFTOP,,,,,
"1225 Oregon Ave SE, Bandon, OR, 97411",,,1412138,43.1123134,-124.4147349,Google,ROOFTOP,,,,,
"1220 N 10th Ave, Hanford, CA, 93230",,,634895,36.3383695,-119.6374657,Google,ROOFTOP,,,,,
"602 W Central Blvd, Anadarko, OK, 73005",,,655356,35.072122,-98.2521495,Google,ROOFTOP,,,,,
"408 E Highway 550, Bernalillo, NM, 87004",,,7025246,35.3214083,-106.5529541,Google,ROOFTOP,,,,,
"21274 N John Wayne Pkwy, Maricopa, AZ, 85139",,,1874182,33.0730017,-112.0449356,Google,ROOFTOP,,,,,
"174 W Highway 287, Florence, AZ, 85132",,,7547162,39.7400041,-104.9901946,Google,RANGE_INTERPOLATED,,,,,
"49281 Grapefruit Blvd, Coachella, CA, 92236",,,3950987,33.6894748,-116.1852946,Google,ROOFTOP,,,,,
"213 E Main St, Grantsville, UT, 84029",,,3893902,40.6008829,-112.4571786,Google,ROOFTOP,,,,,
"20631 N Scottsdale Rd, Scottsdale, AZ, 85255",,,1584149,33.6743094,-111.9243495,Google,ROOFTOP,,,,,
"91 1001 Kaimalie St, Ewa Beach, HI, 96706",,,1865240,21.318967,-158.015834,Google,ROOFTOP,,,,,
"2400 US Hwy 160 B, Bayfield, CO, 81122",,,1708119,37.223842,-107.648077,Google,ROOFTOP,,,,,
"555 Goddard Ave, Ignacio, CO, 81137",,,3869665,37.1155279,-107.633451,Google,RANGE_INTERPOLATED,,,,,
"64-1010 Mamalahoa Hwy, Kamuela, HI, 96743",,,1401666,20.0259167,-155.6579875,Google,ROOFTOP,,,,,
"19 Commercial St, Mashpee, MA, 26493",,,2051438,41.6120368,-70.4882841,Google,ROOFTOP,,,,,
"1051 Keolu Dr, Kailua, HI, 96734",,,1401670,21.3775827,-157.728207,Google,ROOFTOP,,,,,
"155 S Broadway, Coos Bay, OR, 97420",,,1412327,43.3676317,-124.2136229,Google,ROOFTOP,,,,,
"2505 N University Dr, Hollywood, FL, 33024",,,1400583,26.0319946,-80.2477706,Google,ROOFTOP,,,,,
"21212 E Ocotillo Rd, Queen Creek, AZ, 85142",,,2633134,33.2494373,-111.6255487,Google,ROOFTOP,,,,,
"8989 E Via Linda Ste 110, Scottsdale, AZ, 85258",,,7575189,33.5683214,-111.8884849,Google,ROOFTOP,,,,,
"60 E Deuce Of Clubs, Show Low, AZ, 85901",,,964707,34.251382,-110.0419419,Google,ROOFTOP,,,,,
"300 S Camino Del Rio, Durango, CO, 81301",,,3624062,37.2531618,-107.875523,Google,ROOFTOP,,,,,
"121 Phelps St, Oneida, NY, 13421",,,1409169,43.0954974,-75.6514763,Google,ROOFTOP,,,,,
"77 Ala Malama St, Kaunakakai, HI, 96748",,,1401683,21.0907625,-157.0210166,Google,ROOFTOP,,,,,
"1111 S 4th Ave, Yuma, AZ, 85364",,,3844340,32.7071761,-114.6243468,Google,ROOFTOP,,,,,
"9371 Coors Blvd NW, Albuquerque, NM, 87114",,,7472034,35.1861449,-106.6646849,Google,ROOFTOP,,,,,
"510 W Highland Ave, Ponca City, OK, 74601",,,1445466,36.7094907,-97.0899765,Google,ROOFTOP,,,,,
"43990 Golf Center Pkwy, Indio, CA, 92203",,,3589181,33.7298333,-116.1991287,Google,ROOFTOP,,,,,
"2350 N Osage Ave, Dewey, OK, 74029",,,7374878,36.8141316,-95.9347379,Google,ROOFTOP,,,,,
"13350 San Pablo Ave, San Pablo, CA, 94806",,,1399487,37.9547506,-122.3340458,Google,ROOFTOP,,,,,
"935 State Route 37, Hogansburg, NY, 13655",,,7324351,44.9666924,-74.6385548,Google,ROOFTOP,,,,,
"9955 Coors Byp NW, Albuquerque, NM, 87114",,,2288132,35.195498,-106.6609496,Google,ROOFTOP,,,,,
"1900 E Rio Salado Pkwy Ste 120, Tempe, AZ, 85281",,,2245205,33.4302008,-111.9016197,Google,ROOFTOP,,,,,
"705 W Caddo St, Cleveland, OK, 74020",,,1445474,36.3058628,-96.4721861,Google,RANGE_INTERPOLATED,,,,,
"10380 Hwy 11, Birchdale, MN, 56629",,,7535945,48.6267084,-94.0994331,Google,ROOFTOP,,,,,
"806 Kilauea Ave, Hilo, HI, 96720",,,2561195,19.7161756,-155.0786963,Google,ROOFTOP,,,,,
"8415 N Pima Rd Ste 125, Scottsdale, AZ, 85258",,,7296843,33.5573512,-111.8908603,Google,ROOFTOP,,,,,
"245 Us Highway 441 SE, Okeechobee, FL, 34974",,,1400771,27.200615,-80.825452,Google,ROOFTOP,,,,,
"614 N 1st St, Anadarko, OK, 73005",,,1445443,35.0823088,-98.2440183,Google,RANGE_INTERPOLATED,,,,,
"1450 E Yuma Palms Pkwy, Yuma, AZ, 85365",,,7466652,32.7050523,-114.6061139,Google,ROOFTOP,,,,,
"214 E Railroad, Plains, MT, 59859",,,627022,47.4575659,-114.8802092,Google,ROOFTOP,,,,,
"723 S Main St, Blackwell, OK, 74631",,,7488441,36.797617,-97.2833899,Google,ROOFTOP,,,,,
"224 Frontage Rd Ste 380, Blackduck, MN, 56630",,,1495787,47.7275389,-94.5530307,Google,ROOFTOP,,,,,
"4995 S Alma School Rd Ste E105, Chandler, AZ, 85248",,,7394661,33.2333342,-111.8578367,Google,ROOFTOP,,,,,
"4545 E Chandler Blvd Ste 100, Phoenix, AZ, 85048",,,1920962,33.304512,-111.9853185,Google,ROOFTOP,,,,,
