id,address,match,matchtype,parsed,tigerlineid,side,statefp,countyfp,tract,block,lat,lon
1163,"5528 ST. HWY. 31, ONEIDA, NY, 13421",True,Non_Exact,"5528 CO HWY 31, ONEIDA, NY, 13421",46498092,R,36,053,940600,1053,42.987843,-75.63803
1162,"RT. 5 AND SHERRILL RD., SHERRILL, NY, 13461",False,,,,,,,,,,
570,"MS. 16 W., PHILADELPHIA, MI, 39350",False,,,,,,,,,,
1558,"28095 US HWY 12, MOBRIDGE, SD, 57601",False,,,,,,,,,,
1557,"HWY 12, 2 MILES WEST OF MOBRIDGE, MOBRIDGE, SD, 57601",False,,,,,,,,,,
1556,"200 LEGION AVE, ROSEBUD, SD, 57570",False,,,,,,,,,,
1831,"4206 E PORTLAND AVE, TACOMA, WA, 98404",True,Non_Exact,"4206 E PORTLAND AVE, TACOMA, WA, 98404",627794822,R,53,053,062300,1000,47.21901,-122.407684
333,"777 PAUMA RESERVATION RD., PAUMA VALLEY, CA, 92061",False,,,,,,,,,,
1555,"S RAILROAD ST, EAGLE BUTTE, SD, 57625",False,,,,,,,,,,
1830,"28968 HWY 97, OMAK, WA, 98841",False,,,,,,,,,,
730,"CHOCTAW TOWN CTR. #103, PHILADELPHIA, MS, 39350",False,,,,,,,,,,
972,"CORNER OF CHACO BLVD. & CHAPTER HOUSE RD., CROWNPOINT, NM, 87313",False,,,,,,,,,,
1433,"7 W. MONROE ST, JAY, OK, 74346",False,,,,,,,,,,
1554,"INTERSECTION OF HWY 212 & MAIN ST, EAGLE BUTTE, SD, 57625",False,,,,,,,,,,
731,"148 ASSINIBOINE, HARLEM, MT, 59526",False,,,,,,,,,,
1157,"3802 S.R. 31, CANASTOTA, NY, 13032",False,,,,,,,,,,
1553,"102 W WASHINGTON AVE, VEBLEN, SD, 57270",False,,,,,,,,,,
1552,"824 MAIN ST, TIMBER LAKE, SD, 57656",False,,,,,,,,,,
854,"1 MISSION DRIVE SOUTH HIGHWAY 77, WINNEBAGO, NE, 68071",False,,,,,,,,,,
1430,"1516 HWY. 271, GRANT, OK, 74738",False,,,,,,,,,,
1551,"N WILLOW ST, EAGLE BUTTE, SD, 57625",False,,,,,,,,,,
976,"HWY. 491 AT TOLAKAI TRADING POST, YAHTAHEY, NM, 87375",False,,,,,,,,,,
73,"HWY. 98 N. 16, TONALEA, AZ, 86044",False,,,,,,,,,,
859,"1504 HIGHWAY 77, ROSALIE, NE, 68055",True,Non_Exact,"1504 US HWY 77, ROSALIE, NE, 68055",193832461,R,31,173,940100,1226,42.051216,-96.46307
77,"HWY. 86 MILEPOST 55, WHY, AZ, 85321",False,,,,,,,,,,
1055,"100 Main St, Wadsworth, NV, 89442",True,Exact,"100 MAIN ST, WADSWORTH, NV, 89442",107030580,R,32,031,940200,1383,39.632523,-119.28469
1330,"7751 N. HWY. 81, CONCHO, OK, 73022",False,,,,,,,,,,
1052,"420 HIGHWAY 40 W, VERDI, NV, 89439",False,,,,,,,,,,
1448,"13266 S HIGHWAY 82, PEGGS, OK, 74452",True,Non_Exact,"13266 STATE HWY 82, PEGGS, OK, 74452",615728016,L,40,097,040501,2069,36.120636,-95.13248
980,"3890 U.S. HWY. 64 (ZIA TRADING POST), WATERFLOW, NM, 87421",False,,,,,,,,,,
1446,"I 35 EXIT 1, THACKERVILLE, OK, 73459",False,,,,,,,,,,
1445,"HWY 81, DUNCAN, OK, 73533",False,,,,,,,,,,
862,"5000 INDUSTRIAL PARKWAY, WINNEBAGO, NE, 68071",False,,,,,,,,,,
1169,"326 U.S. 11, NEDROW, NY, 13120",False,,,,,,,,,,
1202,"1621 STATE RTE. 38, AKWESASNE, NY, 13655",False,,,,,,,,,,
500,"537464 HWY 95 N, BONNERS FERRY, ID, 83805",False,,,,,,,,,,
1168,"5527 S.R. 31, VERONA, NY, 13478",False,,,,,,,,,,
986,"NM HWY. 371 S. & BISTI HWY. ON UPPER FRUITLAND RD. (NAVAJO RTE. 36), SAN JUAN, NM, 87401",False,,,,,,,,,,
1562,"SD/NE STATE LINE - H, MISSION, SD, 57555",False,,,,,,,,,,
108,"HWY. 160, MEXICAN WATER, AZ, 86514",False,,,,,,,,,,
1609,"HCR 49  BOX 83, PORCUPINE, SD, 57772",False,,,,,,,,,,
1608,"ON ROUTE 2, RIGHT OFF OF HIGHWAY 44 IN DOWNTOWN KYLE, SD, KYLE, SD, 57772",False,,,,,,,,,,
902,"HCR 74 BOX 5, LINDRITH, NM, 87029",False,,,,,,,,,,
1605,"32627 MEDICINE BOWL MEMORIAL HWY., LOWER BRULE, SD, 57548",False,,,,,,,,,,
