address,block,countyfp,id,lat,lon,match,matchtype,parsed,side,statefp,tigerlineid,tract,matchsource,Coordinates,On Tribe Land,Assoc Tribe,Assoc Res
"2216 Hwy 10 & Hwy 81, Sisseton, SD, 57262",,,631809,45.6598784,-97.01994570000001,True,ROOFTOP,,,,,,Google,POINT (-97.01994570000001 45.6598784),Yes,Lake Traverse,Lake Traverse Reservation
"19 E Dakota St, Rosholt, SD, 57260",1120.0,109.0,1819552,45.863583,-96.73034,True,Exact,"19 DAKOTA ST, ROSHOLT, SD, 57260",R,46.0,196103426.0,940700.0,Census,POINT (-96.73034 45.863583),Yes,Lake Traverse,Lake Traverse Reservation
"7700 Hwy 3, Warm Springs, OR, 97761",,,1627603,44.9690081,-121.3486412,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-121.3486412 44.9690081),Yes,Warm Springs,Warm Springs Reservation
"1302 Puyallup Ave, Tacoma, WA, 98421",1172.0,53.0,653295,47.242104,-122.41573999999999,True,Exact,"1302 PUYALLUP AVE, TACOMA, WA, 98421",R,53.0,184626658.0,60200.0,Census,POINT (-122.41574 47.242104),Yes,Puyallup,Puyallup Reservation
"3301 49th Ave NE, Tacoma, WA, 98422",3006.0,53.0,689334,47.286507,-122.382225,True,Exact,"3301 49TH AVE NE, TACOMA, WA, 98422",R,53.0,184679171.0,940005.0,Census,POINT (-122.382225 47.286507),Yes,Puyallup,Puyallup Reservation
"67831 Us Highway 97, Wapato, WA, 98951",5027.0,77.0,617963,46.432865,-120.41776999999999,True,Non_Exact,"67831 US HWY 97, WAPATO, WA, 98951",R,53.0,184904304.0,940001.0,Census,POINT (-120.41777 46.432865),Yes,Yakama Nation,Yakama Nation Reservation
"Hwy 18 W, Mission, SD, 57555",,,697858,43.3058185,-100.6581946,True,GEOMETRIC_CENTER,,,,,,Google,POINT (-100.6581946 43.3058185),Yes,Rosebud,Rosebud Indian Reservation
"45680 Veterans Memorial Dr, Sisseton, SD, 57262",1075.0,109.0,1834237,45.56812,-97.06286,True,Exact,"45680 VETERANS MEMORIAL DR, SISSETON, SD, 57262",L,46.0,196101150.0,940800.0,Census,POINT (-97.06286 45.56812),Yes,Lake Traverse,Lake Traverse Reservation
"46493 Mission Rd, Pendleton, OR, 97801",2003.0,59.0,1830980,45.667538,-118.68283000000001,True,Exact,"46493 MISSION RD, PENDLETON, OR, 97801",L,41.0,170406611.0,940000.0,Census,POINT (-118.68283 45.667538),Yes,Umatilla,Umatilla Reservation
"6982 N 9500 E, Lapoint, UT, 84039",,,1820671,40.4487912,-109.8208966,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-109.8208966 40.4487912),Yes,Uintah and Ouray,Uintah and Ouray Reservation
"3104 116th St NE, Marysville, WA, 98271",,,1433596,48.099681700000005,-122.18820290000001,True,ROOFTOP,,,,,,Google,POINT (-122.1882029 48.0996817),Yes,Tulalip,Tulalip Reservation
"271020 Highway 101, Sequim, WA, 98382",1094.0,9.0,5615680,48.020515,-123.00416000000001,True,Exact,"271020 HWY 101, SEQUIM, WA, 98382",R,53.0,614940265.0,2300.0,Census,POINT (-123.00416 48.020515),Yes,Jamestown S'Klallam,Jamestown S'Klallam Off-Reservation Trust Land
"5319 20th St E, Tacoma, WA, 98424",2054.0,53.0,634155,47.238964,-122.35838999999999,True,Exact,"5319 20TH ST E, TACOMA, WA, 98424",L,53.0,184706494.0,940002.0,Census,POINT (-122.35839 47.238964),Yes,Puyallup,Puyallup Reservation
"350 E Main St, Altamont, UT, 84001",,,1875706,40.3593956,-110.2265897,True,GEOMETRIC_CENTER,,,,,,Google,POINT (-110.2265897 40.3593956),Yes,Uintah and Ouray,Uintah and Ouray Reservation
"6394 West End Rd, Fruitland, WA, 99129",1028.0,65.0,757934,47.964836,-118.23307,True,Exact,"6394 W END RD, FRUITLAND, WA, 99129",L,53.0,174848822.0,941000.0,Census,POINT (-118.23307 47.964836),Yes,Spokane,Spokane Reservation
"838 N Federal Blvd, Riverton, WY, 82501",,,652607,43.0333626,-108.38122079999998,True,ROOFTOP,,,,,,Google,POINT (-108.3812208 43.0333626),Yes,Wind River,Wind River Reservation
"37360 St Hwy 13, Bayfield, WI, 54814",2091.0,7.0,687985,46.856594,-90.79104,True,Non_Exact,"37360 STATE HWY 13, BAYFIELD, WI, 54814",R,55.0,194306518.0,960100.0,Census,POINT (-90.79104 46.856594),Yes,Red Cliff,Red Cliff Reservation
"419 W Hickory St, Sisseton, SD, 57262",,,2058652,45.6604357,-97.05693240000001,True,ROOFTOP,,,,,,Google,POINT (-97.05693240000001 45.6604357),Yes,Lake Traverse,Lake Traverse Reservation
"2509 Highway 395 S, Chewelah, WA, 99109",,,1475327,48.2415967,-117.7145811,True,ROOFTOP,,,,,,Google,POINT (-117.7145811 48.2415967),Yes,Spokane,Spokane Off-Reservation Trust Land
"S3214 US Highway 12, Baraboo, WI, 53913",,,1468554,43.527356299999994,-89.7772086,True,ROOFTOP,,,,,,Google,POINT (-89.77720859999999 43.52735629999999),Yes,Ho-Chunk Nation,Ho-Chunk Nation Reservation
"47337 C St Hwy 264, Saint Michaels, AZ, 86511",,,7586812,35.6554657,-109.0986675,True,GEOMETRIC_CENTER,,,,,,Google,POINT (-109.0986675 35.6554657),Yes,Navajo Nation,Navajo Nation Reservation
"14293 W County Road E, Hayward, WI, 54843",,,1629093,45.875563899999996,-91.397775,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-91.397775 45.8755639),Yes,Lac Courte Oreilles,Lac Courte Oreilles Reservation
"693 Blue Sky Hwy, Lander, WY, 82520",,,468889,43.025231899999994,-108.77606909999999,True,ROOFTOP,,,,,,Google,POINT (-108.7760691 43.02523189999999),Yes,Wind River,Wind River Reservation
"113 N 200 E, Roosevelt, UT, 84066",2010.0,13.0,7552379,40.301113,-109.9889,True,Non_Exact,"113 N 200 E, ROOSEVELT, UT, 84066",L,49.0,133566206.0,940500.0,Census,POINT (-109.9889 40.301113),Yes,Uintah and Ouray,Uintah and Ouray Reservation
"617 State Highway 32, Wabeno, WI, 54566",3070.0,41.0,807752,45.396355,-88.62875,True,Exact,"617 STATE HWY 32, WABENO, WI, 54566",L,55.0,616244604.0,950200.0,Census,POINT (-88.62875 45.396355),Yes,Forest County Potawatomi,Forest County Potawatomi Community
"4440 Hwy 155, Nespelem, WA, 99155",2155.0,47.0,2120693,48.16697,-118.98156999999999,True,Non_Exact,"4440 STATE RTE 155, NESPELEM, WA, 99155",L,53.0,157342731.0,940100.0,Census,POINT (-118.98157 48.16697),Yes,Colville,Colville Reservation
"1012 Main St, Tuba City, AZ, 86045",,,7600507,36.1292,-111.2394,True,ROOFTOP,,,,,,Google,POINT (-111.2394 36.1292),Yes,Navajo Nation,Navajo Nation Reservation
"324 Hwy 59, Mahnomen, MN, 56557",,,7493153,47.3127089,-95.96274059999999,True,ROOFTOP,,,,,,Google,POINT (-95.96274059999999 47.3127089),Yes,White Earth,White Earth Reservation
"3120 S Packerland Dr, Green Bay, WI, 54304",,,2177542,44.4736336,-88.1104695,True,ROOFTOP,,,,,,Google,POINT (-88.11046949999999 44.4736336),Yes,Oneida (WI),Oneida (WI) Reservation
"N277 Hwy 47 55, Keshena, WI, 54135",,,7341213,44.863129,-88.630024,True,ROOFTOP,,,,,,Google,POINT (-88.63002400000001 44.863129),Yes,Menominee,Menominee Reservation
"105 S Main St, Duchesne, UT, 84021",,,3846204,40.1629724,-110.4034084,True,ROOFTOP,,,,,,Google,POINT (-110.4034084 40.1629724),Yes,Uintah and Ouray,Uintah and Ouray Reservation
"6828 Highway 25 S, Davenport, WA, 99122",,,1733921,47.90600870000001,-118.32657649999999,True,ROOFTOP,,,,,,Google,POINT (-118.3265765 47.90600870000001),Yes,Spokane,Spokane Reservation
"5200 E Ramon Rd Ste J1, Palm Springs, CA, 92264",1042.0,65.0,7603661,33.815903000000006,-116.50606499999999,True,Non_Exact,"5200 E RAMON RD, PALM SPRINGS, CA, 92264",L,6.0,194764535.0,941200.0,Census,POINT (-116.506065 33.81590300000001),Yes,Agua Caliente,Agua Caliente Indian Reservation
"1604 W Main St, Riverton, WY, 82501",4016.0,13.0,110864,43.025096999999995,-108.41086000000001,True,Non_Exact,"1604 W MAIN ST, RIVERTON, WY, 82501",R,56.0,148476467.0,940400.0,Census,POINT (-108.41086 43.025097),Yes,Wind River,Wind River Reservation
"4384 State Road 70, Webster, WI, 54893",,,810478,45.8095185,-92.2037963,True,ROOFTOP,,,,,,Google,POINT (-92.20379629999999 45.8095185),Yes,St. Croix,St. Croix Reservation
"8526 Us Highway 26, Crowheart, WY, 82512",1286.0,13.0,762347,43.309677,-109.194824,True,Non_Exact,"8526 US HWY 26, CROWHEART, WY, 82512",R,56.0,148444850.0,940100.0,Census,POINT (-109.194824 43.309677),Yes,Wind River,Wind River Reservation
"305 N Federal Blvd, Riverton, WY, 82501",3037.0,13.0,110862,43.026848,-108.38058500000001,True,Non_Exact,"305 N FEDERAL BLVD, RIVERTON, WY, 82501",R,56.0,148475527.0,940300.0,Census,POINT (-108.380585 43.026848),Yes,Wind River,Wind River Reservation
"11 N Main St, Tuba City, AZ, 86045",1056.0,5.0,7467269,36.13811,-111.23971599999999,True,Exact,"11 MAIN ST, TUBA CITY, AZ, 86045",R,4.0,636485900.0,944900.0,Census,POINT (-111.239716 36.13811),Yes,Navajo Nation,Navajo Nation Reservation
"207 Main St, Onamia, MN, 56359",,,7593797,46.0712876,-93.6623078,True,ROOFTOP,,,,,,Google,POINT (-93.66230779999999 46.0712876),Yes,Mille Lacs,Mille Lacs Reservation
"6144 Ford Wellpinit Rd, Wellpinit, WA, 99040",2100.0,65.0,757927,47.887440000000005,-117.9895,True,Exact,"6144 FORD WELLPINIT RD, WELLPINIT, WA, 99040",R,53.0,636511028.0,941000.0,Census,POINT (-117.9895 47.88744000000001),Yes,Spokane,Spokane Reservation
"W790 County Road Ee, De Pere, WI, 54115",,,933384,44.4446,-88.225734,True,ROOFTOP,,,,,,Google,POINT (-88.225734 44.4446),Yes,Oneida (WI),Oneida (WI) Reservation
"203 N Federal Blvd, Riverton, WY, 82501",,,440784,43.0260565,-108.3801082,True,ROOFTOP,,,,,,Google,POINT (-108.3801082 43.0260565),Yes,Wind River,Wind River Reservation
"18094 US 84 285, Santa Fe, NM, 87501",,,7326689,35.77927639999999,-105.94778640000001,True,ROOFTOP,,,,,,Google,POINT (-105.9477864 35.77927639999999),Yes,Tesuque,Tesuque Pueblo
"949 Co Rd G, Nekoosa, WI, 54457",5094.0,141.0,1532535,44.280840000000005,-89.96235,True,Exact,"949 CO RD G, NEKOOSA, WI, 54457",L,55.0,640070816.0,10900.0,Census,POINT (-89.96235 44.28084),Yes,Ho-Chunk Nation,Ho-Chunk Nation Off-Reservation Trust Land
"2370 W Mason St, Green Bay, WI, 54303",,,656226,44.5246257,-88.08871500000001,True,ROOFTOP,,,,,,Google,POINT (-88.08871500000001 44.5246257),Yes,Oneida (WI),Oneida (WI) Reservation
"510 N Hwy 262, Montezuma Creek, UT, 84534",,,7600623,37.2653326,-109.3036838,True,ROOFTOP,,,,,,Google,POINT (-109.3036838 37.2653326),Yes,Navajo Nation,Navajo Nation Reservation
"909 Sd Highway 10, Sisseton, SD, 57262",,,7571796,45.660188399999996,-97.0410165,True,ROOFTOP,,,,,,Google,POINT (-97.0410165 45.6601884),Yes,Lake Traverse,Lake Traverse Reservation
"2020 S Ruth St, Mission, SD, 57555",,,2043729,43.3049269,-100.647548,True,ROOFTOP,,,,,,Google,POINT (-100.647548 43.3049269),Yes,Rosebud,Rosebud Indian Reservation
"901 W Main St, Riverton, WY, 82501",,,652605,43.024431799999995,-108.40208229999999,True,ROOFTOP,,,,,,Google,POINT (-108.4020823 43.0244318),Yes,Wind River,Wind River Reservation
"W2820 Warrington Rd, Keshena, WI, 54135",,,7181852,44.870731,-88.620151,True,GEOMETRIC_CENTER,,,,,,Google,POINT (-88.62015100000001 44.870731),Yes,Menominee,Menominee Reservation
"1422 E 54th Ave, Tacoma, WA, 98424",2029.0,53.0,7532359,47.244811999999996,-122.35693,True,Non_Exact,"1422 54TH AVE E, TACOMA, WA, 98424",R,53.0,184631945.0,940002.0,Census,POINT (-122.35693 47.244812),Yes,Puyallup,Puyallup Reservation
"5326 Fire Keeper Rd, Crandon, WI, 54520",,,3975104,45.568843,-88.8502253,True,ROOFTOP,,,,,,Google,POINT (-88.85022530000001 45.568843),Yes,Forest County Potawatomi,Forest County Potawatomi Community
"5451 Ford Wellpinit Rd, Wellpinit, WA, 99040",,,1937867,47.9124943,-117.85975790000002,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-117.8597579 47.9124943),Yes,Spokane,Spokane Reservation
"420 E Pershing Ave, Riverton, WY, 82501",1001.0,13.0,1533627,43.03034,-108.39613,True,Non_Exact,"420 W PERSHING AVE, RIVERTON, WY, 82501",R,56.0,148475466.0,940500.0,Census,POINT (-108.39613 43.03034),Yes,Wind River,Wind River Reservation
"1760 Scenic Dr N, Isle, MN, 56342",,,7368243,46.150714799999996,-93.4623083,True,ROOFTOP,,,,,,Google,POINT (-93.4623083 46.1507148),Yes,Mille Lacs,Mille Lacs Reservation
"W9040 State Highway 54, Black River Falls, WI, 54615",,,1442030,44.327228999999996,-90.769161,True,ROOFTOP,,,,,,Google,POINT (-90.769161 44.327229),Yes,Ho-Chunk Nation,Ho-Chunk Nation Reservation
"924 N Mission St, Mount Pleasant, MI, 48858",,,1909864,43.6127011,-84.7671229,True,ROOFTOP,,,,,,Google,POINT (-84.7671229 43.6127011),Yes,Isabella,Isabella Reservation
"2597 W Mason St, Green Bay, WI, 54303",1010.0,9.0,321900,44.524273,-88.09904499999999,True,Non_Exact,"2597 MASON ST FRONTAGE RD, GREEN BAY, WI, 54303",L,55.0,148096356.0,940004.0,Census,POINT (-88.09904499999999 44.524273),Yes,Oneida (WI),Oneida (WI) Reservation
"2150 N Federal Blvd, Riverton, WY, 82501",,,1530383,43.044861700000006,-108.3810585,True,GEOMETRIC_CENTER,,,,,,Google,POINT (-108.3810585 43.04486170000001),Yes,Wind River,Wind River Reservation
"5939 Old 29 Dr, Pulaski, WI, 54162",1087.0,9.0,2054436,44.5899,-88.21576,True,Exact,"5939 OLD 29 DR, PULASKI, WI, 54162",L,55.0,148109526.0,21600.0,Census,POINT (-88.21576 44.5899),Yes,Oneida (WI),Oneida (WI) Reservation
"305 W Highway 40, Roosevelt, UT, 84066",2047.0,13.0,7066932,40.292698,-109.99181999999999,True,Non_Exact,"305 US HWY 40, ROOSEVELT, UT, 84066",R,49.0,133566380.0,940500.0,Census,POINT (-109.99182 40.292698),Yes,Uintah and Ouray,Uintah and Ouray Reservation
"11519 Us Highway 26, Kinnear, WY, 82516",,,491589,43.1513869,-108.6778399,True,ROOFTOP,,,,,,Google,POINT (-108.6778399 43.1513869),Yes,Wind River,Wind River Reservation
"1820 W Highway 40 Ste M, Vernal, UT, 84078",,,2020725,40.2754107,-110.0263061,True,ROOFTOP,,,,,,Google,POINT (-110.0263061 40.2754107),Yes,Uintah and Ouray,Uintah and Ouray Reservation
"819 S Federal Blvd, Riverton, WY, 82501",,,2493152,43.0162534,-108.3798758,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-108.3798758 43.0162534),Yes,Wind River,Wind River Reservation
"501 Packerland Dr, Green Bay, WI, 54303",1005.0,9.0,7164614,44.53105,-88.09442,True,Exact,"501 PACKERLAND DR, GREEN BAY, WI, 54303",L,55.0,148096351.0,940004.0,Census,POINT (-88.09442 44.53105),Yes,Oneida (WI),Oneida (WI) Reservation
"611 Aspen Ave NW, Cass Lake, MN, 56633",2021.0,21.0,7288770,47.3804,-94.61203,True,Exact,"611 ASPEN AVE NW, CASS LAKE, MN, 56633",L,27.0,162728812.0,940002.0,Census,POINT (-94.61203 47.3804),Yes,Leech Lake,Leech Lake Reservation
"2980 S Winn Rd, Mount Pleasant, MI, 48858",1034.0,73.0,7527911,43.683372,-84.90856,True,Non_Exact,"2980 N WINN RD, MT PLEASANT, MI, 48858",R,26.0,110231517.0,940100.0,Census,POINT (-84.90855999999999 43.683372),Yes,Isabella,Isabella Reservation
"3156 State Highway 55, Crandon, WI, 54520",,,1855419,45.486763399999994,-88.967828,True,ROOFTOP,,,,,,Google,POINT (-88.967828 45.48676339999999),Yes,Sokaogon Chippewa,Sokaogon Chippewa Community
"4442 Hwy 155, Nespelem, WA, 99155",2155.0,47.0,1930530,48.166973,-118.98158000000001,True,Non_Exact,"4442 STATE RTE 155, NESPELEM, WA, 99155",L,53.0,157342731.0,940100.0,Census,POINT (-118.98158 48.166973),Yes,Colville,Colville Reservation
"3032 Bridge Creek Rd, Inchelium, WA, 99138",1652.0,19.0,1475791,48.296065999999996,-118.20375,True,Exact,"3032 BRIDGE CREEK RD, INCHELIUM, WA, 99138",R,53.0,635269393.0,940000.0,Census,POINT (-118.20375 48.296066),Yes,Colville,Colville Reservation
"912 W Main St, Riverton, WY, 82501",,,2009428,43.0248524,-108.40375130000001,True,ROOFTOP,,,,,,Google,POINT (-108.4037513 43.0248524),Yes,Wind River,Wind River Reservation
"13803 W County Road B, Hayward, WI, 54843",,,1527626,45.996702,-91.38314790000001,True,ROOFTOP,,,,,,Google,POINT (-91.38314790000001 45.996702),Yes,Lac Courte Oreilles,Lac Courte Oreilles Off-Reservation Trust Land
"370 Qlispe River Way, Cusick, WA, 99119",,,7598986,48.3475715,-117.303249,True,ROOFTOP,,,,,,Google,POINT (-117.303249 48.3475715),Yes,Kalispel,Kalispel Reservation
"1717 E Vista Chino Bldg J, Palm Springs, CA, 92262",2005.0,65.0,2626697,33.844852,-116.52793,True,Non_Exact,"1717 E VIS CHINO, PALM SPRINGS, CA, 92262",R,6.0,194763095.0,941200.0,Census,POINT (-116.52793 33.844852),Yes,Agua Caliente,Agua Caliente Indian Reservation
"W180 State Highway 54, Oneida, WI, 54155",1040.0,87.0,933383,44.501846,-88.20007,True,Exact,"W398 STATE HWY 54, ONEIDA, WI, 54155",L,55.0,640623610.0,940000.0,Census,POINT (-88.20007 44.501846),Yes,Oneida (WI),Oneida (WI) Reservation
"300 W 1st Ave, Toppenish, WA, 98948",2031.0,77.0,7062842,46.375114,-120.305626,True,Non_Exact,"300 E 1ST AVE, TOPPENISH, WA, 98948",L,53.0,184906879.0,940006.0,Census,POINT (-120.305626 46.375114),Yes,Yakama Nation,Yakama Nation Reservation
"8920 S Highway 95, Mohave Valley, AZ, 86440",3046.0,15.0,7260464,34.89263,-114.59778999999999,True,Non_Exact,"8920 STATE RTE 95, MOHAVE VALLEY, AZ, 86440",R,4.0,190271375.0,955000.0,Census,POINT (-114.59779 34.89263),Yes,Fort Mojave,Fort Mojave Reservation
"2421 E Remus Rd, Mount Pleasant, MI, 48858",2014.0,73.0,1998433,43.596985,-84.80374,True,Non_Exact,"2421 E REMUS RD, MT PLEASANT, MI, 48858",R,26.0,110218108.0,940600.0,Census,POINT (-84.80374 43.596985),Yes,Isabella,Isabella Reservation
"N845 Hwy 47 & 55, Keshena, WI, 54135",,,5045152,44.863129,-88.630024,True,ROOFTOP,,,,,,Google,POINT (-88.63002400000001 44.863129),Yes,Menominee,Menominee Reservation
"10367 State Highway 789, Riverton, WY, 82501",,,7022198,42.996930799999994,-108.38467820000001,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-108.3846782 42.99693079999999),Yes,Wind River,Wind River Reservation
"109 W 1st St, Wapato, WA, 98951",1008.0,77.0,471135,46.447784000000006,-120.42003999999999,True,Exact,"109 W 1ST ST, WAPATO, WA, 98951",L,53.0,184904069.0,940004.0,Census,POINT (-120.42004 46.44778400000001),Yes,Yakama Nation,Yakama Nation Reservation
"US Highway 212 W, Eagle Butte, SD, 57625",,,2721466,45.0081234,-101.2225558,True,GEOMETRIC_CENTER,,,,,,Google,POINT (-101.2225558 45.0081234),Yes,Cheyenne River,Cheyenne River Reservation
"690 E 200 N, Roosevelt, UT, 84066",,,1754445,40.3013784,-109.9812274,True,ROOFTOP,,,,,,Google,POINT (-109.9812274 40.3013784),Yes,Uintah and Ouray,Uintah and Ouray Reservation
"797 Michigan Ave, Baraga, MI, 49908",3011.0,13.0,1761252,46.779284999999994,-88.5073,True,Exact,"797 MICHIGAN AVE, BARAGA, MI, 49908",R,26.0,644556327.0,200.0,Census,POINT (-88.5073 46.77928499999999),Yes,L'Anse,L'Anse Reservation
"4324 Nd 5, Belcourt, ND, 58316",,,7525594,48.8059641,-99.8549344,True,ROOFTOP,,,,,,Google,POINT (-99.8549344 48.8059641),Yes,Turtle Mountain,Turtle Mountain Reservation
"3 Co Rd 8, Bena, MN, 56626",,,1949823,47.3115446,-94.213665,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-94.21366500000001 47.3115446),Yes,Leech Lake,Leech Lake Reservation
"7741 M 72 E, Williamsburg, MI, 49690",,,2625056,44.7740454,-85.42159720000001,True,ROOFTOP,,,,,,Google,POINT (-85.42159720000001 44.7740454),Yes,Grand Traverse,Grand Traverse Off-Reservation Trust Land
"50748 State Highway 46, Squaw Lake, MN, 56681",1006.0,61.0,5645037,47.613308,-94.128204,True,Exact,"50748 STATE HWY 46, SQUAW LAKE, MN, 56681",R,27.0,635749326.0,940000.0,Census,POINT (-94.128204 47.613308),Yes,Leech Lake,Leech Lake Reservation
"123 Reserve Hwy E, Reserve, MT, 59258",,,7015465,48.606156299999995,-104.4639011,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-104.4639011 48.60615629999999),Yes,Fort Peck,Fort Peck Indian Reservation
"69026 E Palm Canyon Dr, Cathedral City, CA, 92234",2012.0,65.0,697924,33.7773,-116.45653999999999,True,Non_Exact,"69026 E PALM CANYON DR, CATHEDRAL CTY, CA, 92234",L,6.0,194767832.0,940900.0,Census,POINT (-116.45654 33.7773),Yes,Agua Caliente,Agua Caliente Indian Reservation
"223 S Main St, Mount Pleasant, MI, 48858",2011.0,73.0,5551282,43.603287,-84.77664,True,Non_Exact,"223 S MAIN ST, MT PLEASANT, MI, 48858",R,26.0,110217873.0,940500.0,Census,POINT (-84.77664 43.603287),Yes,Isabella,Isabella Reservation
"401 Paseo Del Pueblo Norte, Taos, NM, 87571",6000.0,55.0,7319407,36.412216,-105.56884,True,Non_Exact,"401 PSO DEL PUEBLO NORTE, TAOS, NM, 87571",R,35.0,616501880.0,940100.0,Census,POINT (-105.56884 36.412216),Yes,Taos,Taos Pueblo
"43465 Williams Narrows Rd, Deer River, MN, 56636",1216.0,61.0,2120738,47.50421,-94.06236,True,Exact,"43465 WILLIAMS NARROWS RD, DEER RIVER, MN, 56636",R,27.0,162941464.0,940000.0,Census,POINT (-94.06236 47.50421),Yes,Leech Lake,Leech Lake Reservation
"5616 Prairies Edge Ln, Granite Falls, MN, 56241",5107.0,173.0,3578127,44.766174,-95.52832,True,Exact,"5616 PRAIRIES EDGE LN, GRANITE FALLS, MN, 56241",R,27.0,37052213.0,970100.0,Census,POINT (-95.52831999999999 44.766174),Yes,Upper Sioux,Upper Sioux Community
"1016 S Main St, Emerson, NE, 68733",3000.0,51.0,1709018,42.277865999999996,-96.72667,True,Exact,"1016 MAIN ST, EMERSON, NE, 68733",L,31.0,178703692.0,977800.0,Census,POINT (-96.72667 42.277866),Yes,Winnebago,Winnebago Reservation
"39 Norwich Westerly Rd, Ledyard, CT, 63391",,,3611003,41.473066100000004,-71.9582875,True,ROOFTOP,,,,,,Google,POINT (-71.9582875 41.4730661),Yes,Mashantucket Pequot,Mashantucket Pequot Reservation
"1712 Sd Highway 10, Sisseton, SD, 57262",3006.0,109.0,2209480,45.660053000000005,-97.02772,True,Non_Exact,"1712 STATE HWY 10, SISSETON, SD, 57262",R,46.0,646218284.0,940400.0,Census,POINT (-97.02772 45.660053),Yes,Lake Traverse,Lake Traverse Reservation
"128 S Main St, Mount Pleasant, MI, 48858",,,5552401,43.6038065,-84.777022,True,ROOFTOP,,,,,,Google,POINT (-84.777022 43.6038065),Yes,Isabella,Isabella Reservation
"711 Paragon Pl, Marksville, LA, 71351",,,2141766,31.1065037,-92.0603608,True,ROOFTOP,,,,,,Google,POINT (-92.0603608 31.1065037),Yes,Tunica-Biloxi,Tunica-Biloxi Reservation
"316 E Main St, Onamia, MN, 56359",2037.0,95.0,5647318,46.071529999999996,-93.66320999999999,True,Exact,"316 MAIN ST, ONAMIA, MN, 56359",L,27.0,163055911.0,970200.0,Census,POINT (-93.66320999999999 46.07153),Yes,Mille Lacs,Mille Lacs Reservation
"57777 Hwy 2, Frazer, MT, 59225",,,2135120,48.062394,-105.885825,True,ROOFTOP,,,,,,Google,POINT (-105.885825 48.062394),Yes,Fort Peck,Fort Peck Indian Reservation
"40419 Elbow Lake Store Rd, Waubun, MN, 56589",1028.0,5.0,5646814,47.14756,-95.54034399999999,True,Exact,"40419 ELBOW LAKE STORE RD, WAUBUN, MN, 56589",L,27.0,167946685.0,940000.0,Census,POINT (-95.54034399999999 47.14756),Yes,White Earth,White Earth Reservation
"220 E Arenas Rd, Palm Springs, CA, 92262",,,7559139,33.8213845,-116.5447605,True,ROOFTOP,,,,,,Google,POINT (-116.5447605 33.8213845),Yes,Agua Caliente,Agua Caliente Indian Reservation
"808 N Mission St, Mount Pleasant, MI, 48858",,,5565359,43.6113184,-84.7673372,True,ROOFTOP,,,,,,Google,POINT (-84.7673372 43.6113184),Yes,Isabella,Isabella Reservation
"500 SW 177th Ave, Miami, FL, 33194",,,7097896,25.763799,-80.4843305,True,ROOFTOP,,,,,,Google,POINT (-80.4843305 25.763799),Yes,Miccosukee,Miccosukee Off-Reservation Trust Land
"30871 Artic Rd, Deer River, MN, 56636",2112.0,61.0,5647151,47.323254,-93.93633,True,Exact,"30871 ARTIC RD, DEER RIVER, MN, 56636",R,27.0,162941567.0,940000.0,Census,POINT (-93.93633 47.323254),Yes,Leech Lake,Leech Lake Reservation
"14463 Pequaming Rd, LAnse, MI, 49946",2034.0,13.0,5550650,46.838028,-88.380486,True,Exact,"14463 PEQUAMING RD, LANSE, MI, 49946",R,26.0,184192652.0,100.0,Census,POINT (-88.380486 46.838028),Yes,L'Anse,L'Anse Reservation
"1 Mohegan Sun Blvd, Uncasville, CT, 63821",1032.0,11.0,1864307,41.492634,-72.09614599999999,True,Non_Exact,"1 MOHEGAN SUN BLVD, UNCASVILLE, CT, 06382",L,9.0,632474706.0,870501.0,Census,POINT (-72.09614599999999 41.492634),Yes,Mohegan,Mohegan Reservation
"106 Des Georges Ln, Taos, NM, 87571",,,1630971,36.405999,-105.573178,True,ROOFTOP,,,,,,Google,POINT (-105.573178 36.405999),Yes,Taos,Taos Pueblo
"701 Grandma B Blvd, Brockton, MT, 59213",1112.0,85.0,7589035,48.149868,-104.91808,True,Exact,"701 GRANDMA B BLVD, BROCKTON, MT, 59213",L,30.0,636309806.0,940002.0,Census,POINT (-104.91808 48.149868),Yes,Fort Peck,Fort Peck Indian Reservation
"201 Paseo Del Pueblo Sur, Taos, NM, 87571",6025.0,55.0,7493583,36.405674,-105.57403000000001,True,Non_Exact,"201 PSO DEL PUEBLO SUR, TAOS, NM, 87571",R,35.0,608127754.0,940100.0,Census,POINT (-105.57403 36.405674),Yes,Taos,Taos Pueblo
"7050 39th Ave NW, Walker, MN, 56484",1009.0,21.0,3947466,47.058487,-94.48688,True,Exact,"7050 39TH AVE NW, WALKER, MN, 56484",R,27.0,162752257.0,940001.0,Census,POINT (-94.48688 47.058487),Yes,Leech Lake,Leech Lake Reservation
"31948 Cherry Lake Rd, Ogema, MN, 56569",,,1949785,47.0833344,-95.7222507,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-95.7222507 47.0833344),Yes,White Earth,White Earth Reservation
